completionCode,trialNum,itemNum,condition,Value,sentence,rating
CO71890,77,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO71890,79,105,ungram,oldukça kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,1
CO71890,80,211,gram,iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,5
CO71890,82,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO71890,83,229,gram,iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,5
CO71890,85,233,gram,iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,5
CO71890,86,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO71890,88,226,gram,iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,5
CO71890,89,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO71890,91,110,ungram,kötü,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,2
CO71890,92,111,ungram,kötü sayılır,Zabıtalar işportacının ceza aldıklarına duydu.,3
CO71890,94,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO71890,95,228,gram,iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,5
CO762194,1,239,gram,iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,5
CO762194,2,112,ungram,oldukça kötü,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,1
CO762194,4,104,ungram,kötü,Metin yeni çıkan romanı ve gazete okudu.,2
CO762194,5,207,gram,iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,5
CO762194,7,122,ungram,iyi sayılır,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,4
CO762194,8,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO762194,10,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO762194,11,117,ungram,oldukça kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,1
CO762194,13,111,ungram,oldukça kötü,Zabıtalar işportacının ceza aldıklarına duydu.,1
CO762194,14,205,gram,oldukça iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,6
CO762194,16,216,gram,iyi sayılır,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,4
CO762194,17,222,gram,kötü sayılır,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,3
CO762194,19,110,ungram,kötü sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,3
CO762194,20,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO762194,22,238,gram,iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,5
CO762194,23,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO762194,25,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO762194,26,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO762194,28,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO762194,29,106,ungram,oldukça kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,1
CO762194,31,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO762194,32,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO762194,34,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO762194,35,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO762194,37,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO762194,38,215,gram,iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,5
CO762194,40,120,ungram,kötü sayılır,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,3
CO762194,41,124,ungram,oldukça kötü,Sekreter kimsenin aradığını çoktan biliyordu.,1
CO762194,43,118,ungram,oldukça kötü,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,1
CO762194,44,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO762194,46,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO762194,47,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO762194,49,101,ungram,oldukça kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,1
CO762194,50,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO762194,52,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO762194,53,217,gram,iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,5
CO762194,55,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO762194,56,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO762194,58,121,ungram,oldukça kötü,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,1
CO762194,59,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO762194,61,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO762194,62,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO762194,64,107,ungram,kötü sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,3
CO762194,65,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO762194,67,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO762194,68,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO762194,70,232,gram,oldukça iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,6
CO762194,71,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO762194,73,114,ungram,oldukça kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,1
CO762194,74,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO762194,76,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO762194,77,113,ungram,oldukça kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,1
CO762194,79,214,gram,oldukça iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,6
CO762194,80,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO762194,82,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO762194,83,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO762194,85,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO762194,86,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO762194,88,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO762194,89,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO762194,91,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO762194,92,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO762194,94,116,ungram,kötü,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,2
CO762194,95,105,ungram,kötü sayılır,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,3
CO834866,1,221,gram,iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,5
CO834866,3,239,gram,iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,5
CO834866,4,217,gram,iyi sayılır,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,4
CO834866,6,106,ungram,kötü sayılır,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,3
CO834866,7,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO834866,9,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO834866,10,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO834866,12,219,gram,iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,5
CO834866,13,119,ungram,oldukça kötü,Geminin limana yanaşmak için yavaşlamalıyım.,1
CO834866,15,116,ungram,kötü sayılır,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,3
CO834866,16,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO834866,18,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO834866,19,122,ungram,oldukça kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,1
CO834866,21,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO834866,22,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO834866,24,109,ungram,oldukça kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,1
CO834866,25,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO834866,27,214,gram,iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,5
CO834866,28,114,ungram,kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,2
CO834866,30,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO834866,31,113,ungram,kötü,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,2
CO834866,33,205,gram,iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,5
CO834866,34,112,ungram,iyi sayılır,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,4
CO834866,36,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO834866,37,117,ungram,kötü sayılır,Mimarın tecrübeli olması herkesin işini daha kolaydı.,3
CO834866,39,111,ungram,oldukça iyi,Zabıtalar işportacının ceza aldıklarına duydu.,6
CO834866,40,216,gram,iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,5
CO834866,42,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO834866,43,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO834866,45,118,ungram,iyi sayılır,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,4
CO834866,46,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO834866,48,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO834866,49,121,ungram,kötü sayılır,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,3
CO834866,51,105,ungram,kötü sayılır,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,3
CO834866,52,107,ungram,iyi sayılır,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,4
CO834866,54,104,ungram,kötü sayılır,Metin yeni çıkan romanı ve gazete okudu.,3
CO834866,55,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO834866,57,101,ungram,kötü,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,2
CO834866,58,213,gram,iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,5
CO834866,60,120,ungram,iyi sayılır,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,4
CO834866,61,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO834866,63,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO834866,64,232,gram,kötü,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,2
CO834866,66,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO834866,67,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO834866,69,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO834866,70,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO834866,72,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO834866,73,110,ungram,iyi sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,4
CO834866,75,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO834866,76,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO834866,78,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO834866,79,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO834866,81,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO834866,82,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO834866,84,224,gram,iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,5
CO834866,85,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO834866,87,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO834866,88,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO834866,90,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO834866,91,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO834866,93,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO834866,94,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO834866,96,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO866,1,106,ungram,oldukça kötü,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,1
CO866,2,237,gram,oldukça iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,6
CO866,4,228,gram,oldukça iyi,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,6
CO866,5,104,ungram,kötü,Metin yeni çıkan romanı ve gazete okudu.,2
CO866,7,108,ungram,oldukça kötü,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,1
CO866,8,114,ungram,oldukça kötü,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,1
CO866,10,103,ungram,oldukça kötü,Yarışmada ödül aldı kadar mutlu bir kızdı.,1
CO866,11,229,gram,oldukça iyi,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,6
CO866,13,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
CO866,14,230,gram,oldukça iyi,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,6
CO866,16,227,gram,oldukça iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,6
CO866,17,122,ungram,kötü,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,2
CO866,19,110,ungram,iyi sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,4
CO866,20,232,gram,oldukça kötü,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,1
CO866,22,207,gram,oldukça iyi,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,6
CO866,23,115,ungram,oldukça kötü,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,1
CO866,25,204,gram,oldukça iyi,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,6
CO866,26,113,ungram,kötü sayılır,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,3
CO866,28,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO866,29,213,gram,oldukça iyi,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,6
CO866,31,222,gram,oldukça iyi,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,6
CO866,32,221,gram,oldukça iyi,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,6
CO866,34,118,ungram,kötü sayılır,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,3
CO866,35,208,gram,oldukça iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,6
CO866,37,218,gram,oldukça iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,6
CO866,38,231,gram,oldukça iyi,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,6
CO866,40,238,gram,oldukça iyi,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,6
CO866,41,220,gram,oldukça iyi,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,6
CO866,43,236,gram,oldukça iyi,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,6
CO866,44,123,ungram,oldukça kötü,Kimse doktor geldiğinde zaten şaşırdı.,1
CO866,46,201,gram,oldukça iyi,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,6
CO866,47,240,gram,oldukça iyi,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,6
CO866,49,119,ungram,kötü,Geminin limana yanaşmak için yavaşlamalıyım.,2
CO866,50,102,ungram,oldukça kötü,Ahmet'in uskumruyu pişirmesi%2C Mehmet'in de ıstakozu duydum.,1
CO866,52,109,ungram,kötü,Çiçek veren adamın öldüğü kadına tanıyordum.,2
CO866,53,107,ungram,iyi,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,5
CO866,55,111,ungram,oldukça iyi,Zabıtalar işportacının ceza aldıklarına duydu.,6
CO866,56,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO866,58,203,gram,oldukça iyi,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,6
CO866,59,210,gram,oldukça iyi,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,6
CO866,61,112,ungram,kötü sayılır,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,3
CO866,62,225,gram,oldukça iyi,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,6
CO866,64,233,gram,oldukça iyi,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,6
CO866,65,211,gram,oldukça iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,6
CO866,67,117,ungram,kötü,Mimarın tecrübeli olması herkesin işini daha kolaydı.,2
CO866,68,205,gram,oldukça iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,6
CO866,70,202,gram,oldukça iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,6
CO866,71,214,gram,oldukça iyi,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,6
CO866,73,121,ungram,kötü sayılır,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,3
CO866,74,223,gram,oldukça iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,6
CO866,76,101,ungram,iyi sayılır,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,4
CO866,77,116,ungram,kötü sayılır,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,3
CO866,79,217,gram,oldukça iyi,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,6
CO866,80,212,gram,oldukça iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,6
CO866,82,239,gram,oldukça iyi,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,6
CO866,83,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO866,85,219,gram,oldukça iyi,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,6
CO866,86,235,gram,oldukça iyi,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,6
CO866,88,216,gram,oldukça iyi,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,6
CO866,89,105,ungram,kötü,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,2
CO866,91,209,gram,oldukça iyi,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,6
CO866,92,120,ungram,iyi,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,5
CO866,94,224,gram,oldukça iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,6
CO866,95,226,gram,oldukça iyi,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,6
CO224865,1,226,gram,kötü,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,2
CO224865,3,104,ungram,iyi,Metin yeni çıkan romanı ve gazete okudu.,5
CO224865,4,110,ungram,iyi sayılır,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,4
CO224865,6,207,gram,iyi sayılır,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,4
CO224865,7,201,gram,iyi sayılır,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,4
CO224865,9,229,gram,kötü,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,2
CO224865,10,239,gram,kötü,Murat yemekhanedeki ıspanak ve pırasa yemeklerinden nefret ediyor.,2
CO224865,12,212,gram,iyi,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,5
CO224865,13,238,gram,kötü,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,2
CO224865,15,107,ungram,iyi,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,5
CO224865,16,220,gram,iyi sayılır,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,4
CO224865,18,227,gram,iyi,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,5
CO224865,19,224,gram,iyi,Yeni binadaki camlı ve ferah ofis her zaman çok temiz.,5
CO224865,21,116,ungram,oldukça kötü,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,1
CO224865,22,206,gram,oldukça iyi,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,6
CO224865,24,105,ungram,iyi sayılır,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,4
CO224865,25,228,gram,kötü,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,2
CO224865,27,218,gram,iyi,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,5
CO224865,28,233,gram,iyi sayılır,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,4
CO224865,30,208,gram,iyi,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,5
CO224865,31,232,gram,iyi,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,5
CO224865,33,223,gram,iyi,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,5
CO224865,34,124,ungram,kötü,Sekreter kimsenin aradığını çoktan biliyordu.,2
CO224865,36,113,ungram,iyi,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,5
CO224865,37,237,gram,iyi,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,5
CO224865,39,204,gram,oldukça kötü,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,1
CO224865,40,216,gram,kötü,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,2
CO224865,42,215,gram,oldukça iyi,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,6
CO224865,43,202,gram,iyi,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,5
CO224865,45,111,ungram,iyi,Zabıtalar işportacının ceza aldıklarına duydu.,5
CO224865,46,210,gram,iyi sayılır,Kemal gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,4
CO224865,48,240,gram,iyi sayılır,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,4
CO224865,49,217,gram,kötü,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,2
CO224865,51,118,ungram,kötü sayılır,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,3
CO224865,52,230,gram,kötü sayılır,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,3
CO224865,54,114,ungram,oldukça iyi,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,6
CO224865,55,205,gram,iyi,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,5
CO224865,57,211,gram,iyi,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,5
CO224865,58,117,ungram,oldukça iyi,Mimarın tecrübeli olması herkesin işini daha kolaydı.,6
CO224865,60,123,ungram,kötü,Kimse doktor geldiğinde zaten şaşırdı.,2
CO224865,61,115,ungram,iyi sayılır,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,4
CO224865,63,120,ungram,iyi,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,5
CO224865,64,221,gram,kötü,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,2
CO224865,66,119,ungram,iyi sayılır,Geminin limana yanaşmak için yavaşlamalıyım.,4
CO224865,67,234,gram,oldukça iyi,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,6
